Value,Count,RED,GREEN,BLUE,CL,NVC_CLASS,SC,NVC_SUBCL,FRM,NVC_FORM,DIV,NVC_DIV,MACRO_CD,NVC_MACRO,GR,NVC_GROUP,LEVEL3,ECOLSYS_LU,NVCMES
70,12316112,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G017,Cross Timbers & East-Central Texas Plains Oak Forest & Woodland,4140,East-Central Texas Plains Post Oak Savanna and Woodland,1.B.2.NaM016G017E70
71,289966,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G159,South-Central Interior Oak Forest & Woodland,4151,Lower Mississippi River Dune Woodland and Forest,1.B.2.NaM016G159E71
72,51603,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G159,South-Central Interior Oak Forest & Woodland,4139,Mississippi River Alluvial Plain Dry-Mesic Loess Slope Forest,1.B.2.NaM016G159E72
73,11407221,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M012,"Central Midwest Oak Forest, Woodland & Savanna",G649,North-Central Oak - Hickory Forest & Woodland,4121,North-Central Interior Dry Oak Forest and Woodland,1.B.2.NaM012G649E73
74,43665776,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M012,"Central Midwest Oak Forest, Woodland & Savanna",G649,North-Central Oak - Hickory Forest & Woodland,4120,North-Central Interior Dry-Mesic Oak Forest and Woodland,1.B.2.NaM012G649E74
75,829571,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G650,Northeastern Oak - Hickory Forest & Woodland,4106,Northeastern Interior Dry Oak Forest - Mixed Modifier,1.B.2.NaM502G650E75
76,1103644,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G650,Northeastern Oak - Hickory Forest & Woodland,4304,Northeastern Interior Dry Oak Forest - Virginia/Pitch Pine Modifier,1.B.2.NaM502G650E76
77,12338021,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G650,Northeastern Oak - Hickory Forest & Woodland,4104,Northeastern Interior Dry Oak Forest-Hardwood Modifier,1.B.2.NaM502G650E77
78,24680147,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G650,Northeastern Oak - Hickory Forest & Woodland,4114,Northeastern Interior Dry-Mesic Oak Forest,1.B.2.NaM502G650E78
79,1667661,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G165,Piedmont-Central Atlantic Coastal Plain Oak Forest,4313,Northern Atlantic Coastal Plain Dry Hardwood Forest,1.B.2.NaM016G165E79
80,762666,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G159,South-Central Interior Oak Forest & Woodland,4337,Crowley's Ridge Sand Forest,1.B.2.NaM016G159E80
81,28654,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G017,Cross Timbers & East-Central Texas Plains Oak Forest & Woodland,4122,Ouachita Montane Oak Forest,1.B.2.NaM016G017E81
82,6455798,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G159,South-Central Interior Oak Forest & Woodland,4149,Ozark-Ouachita Dry Oak Woodland,1.B.2.NaM016G159E82
83,91669404,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G159,South-Central Interior Oak Forest & Woodland,4115,Ozark-Ouachita Dry-Mesic Oak Forest,1.B.2.NaM016G159E83
84,16233111,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G015,Appalachian Oak / Chestnut Forest,4125,Southern and Central Appalachian Oak Forest,1.B.2.NaM502G015E84
85,9948951,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G015,Appalachian Oak / Chestnut Forest,4109,Southern and Central Appalachian Oak Forest - Xeric,1.B.2.NaM502G015E85
86,40705217,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G159,South-Central Interior Oak Forest & Woodland,4116,Southern Interior Low Plateau Dry-Mesic Oak Forest,1.B.2.NaM016G159E86
87,27211666,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G016,Northeastern Chinquapin Oak - Red-cedar Forest & Woodland,4334,Southern Ridge and Valley Dry Calcareous Forest,1.B.2.NaM502G016E87
88,1243786,0.14902,0.67843,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M502,Appalachian-Northeastern Oak - Hardwood - Pine Forest & Woodland,G016,Northeastern Chinquapin Oak - Red-cedar Forest & Woodland,4308,Southern Ridge and Valley Dry Calcareous Forest - Pine modifier,1.B.2.NaM502G016E88
89,280512,0.43137,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,1.B.1.Na,Southeastern North American Warm Temperate Forest & Woodland,M305,Southeastern North American Ruderal Forest,G031,Southeastern Native Ruderal Forest,4306,East Gulf Coastal Plain Northern Dry Upland Hardwood Forest - Offsite Pine Modifier,1.B.1.NaM305G031E89
90,37916548,0.43137,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M013,Eastern North American Ruderal Forest,G030,Northern & Central Native Ruderal Forest,8203,Managed Tree Plantation,1.B.2.NaM013G030E90
91,39710439,0.43137,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M013,Eastern North American Ruderal Forest,G030,Northern & Central Native Ruderal Forest,8504,Ruderal forest,1.B.2.NaM013G030E91
92,6480090,0.43137,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,1.B.1.Na,Southeastern North American Warm Temperate Forest & Woodland,M305,Southeastern North American Ruderal Forest,G031,Southeastern Native Ruderal Forest,4305,Southern Piedmont Dry Oak-(Pine) Forest - Loblolly Pine Modifier,1.B.1.NaM305G031E92
93,24027026,0.21176,0.5098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M014,Laurentian-Acadian Hardwood - Conifer Mesic Forest,G744,Northern Appalachian-Acadian Red Spruce - Fir - Hardwood Forest,4333,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,1.B.2.NaM014G744E93
94,10794274,0.21176,0.5098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M014,Laurentian-Acadian Hardwood - Conifer Mesic Forest,G744,Northern Appalachian-Acadian Red Spruce - Fir - Hardwood Forest,4551,Acadian-Appalachian Montane Spruce-Fir Forest,1.B.2.NaM014G744E94
95,68058274,0.21176,0.5098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M883,Appalachian-Central Interior-Northeastern Mesic Forest,G742,Appalachian-Allegheny Northern Hardwood - Conifer Forest,4331,Appalachian Hemlock-Hardwood Forest,1.B.2.NaM883G742E95
96,444717,0.21176,0.5098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M014,Laurentian-Acadian Hardwood - Conifer Mesic Forest,G632,Central &Southern Appalachian Red Spruce - Fir - Hardwood Forest,4612,Central and Southern Appalachian Spruce-Fir Forest,1.B.2.NaM014G632E96
97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,163237865,0.21176,0.5098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M014,Laurentian-Acadian Hardwood - Conifer Mesic Forest,G743,Laurentian-Acadian Hardwood Forest,4113,Laurentian-Acadian Northern Hardwoods Forest,1.B.2.NaM014G743E98
99,10221681,0.21176,0.5098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M159,Laurentian & Acadian Pine - Hardwood Forest & Woodland,G025,Laurentian Acadian Pine - Oak Forest & Woodland,4323,Laurentian-Acadian Northern Pine-(Oak) Forest,1.B.2.NaM159G025E99
100,17918630,0.21176,0.5098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M014,Laurentian-Acadian Hardwood - Conifer Mesic Forest,G741,Laurentian-Acadian Hemlock - White Pine - Hardwood Forest,4327,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,1.B.2.NaM014G741E100
101,2103209,0.21176,0.5098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M014,Laurentian-Acadian Hardwood - Conifer Mesic Forest,G741,Laurentian-Acadian Hemlock - White Pine - Hardwood Forest,5517,Paleozoic Plateau Bluff and Talus,1.B.2.NaM014G741E101
102,1900,0.21176,0.5098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M883,Appalachian-Central Interior-Northeastern Mesic Forest,G742,Appalachian-Allegheny Northern Hardwood - Conifer Forest,4119,Southern Appalachian Northern Hardwood Forest,1.B.2.NaM883G742E102
103,14515331,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G165,Piedmont-Central Atlantic Coastal Plain Oak Forest,4133,Atlantic Coastal Plain Dry and Dry-Mesic Oak Forest,1.B.2.NaM016G165E103
104,2859821,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,1.B.1.Na,Southeastern North American Warm Temperate Forest & Woodland,M007,Longleaf Pine Woodland,G154,Xeric Longleaf Pine Woodland,4553,Atlantic Coastal Plain Fall-line Sandhills Longleaf Pine Woodland - Offsite Hardwood,1.B.1.NaM007G154E104
105,15356275,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G012,Shortleaf Pine - Oak Forest,4301,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest - Hardwood Modifier,1.B.2.NaM016G012E105
106,15242242,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G012,Shortleaf Pine - Oak Forest,4309,East Gulf Coastal Plain Interior Shortleaf Pine-Oak Forest - Mixed Modifier,1.B.2.NaM016G012E106
107,12678439,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G012,Shortleaf Pine - Oak Forest,4549,Ozark-Ouachita Shortleaf Pine-Bluestem Woodland,1.B.2.NaM016G012E107
108,2499659,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G012,Shortleaf Pine - Oak Forest,4328,Ozark-Ouachita Shortleaf Pine-Oak Forest and Woodland,1.B.2.NaM016G012E108
109,305902,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G012,Shortleaf Pine - Oak Forest,4322,Southeastern Interior Longleaf Pine Woodland,1.B.2.NaM016G012E109
110,6464449,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G012,Shortleaf Pine - Oak Forest,4538,Southern Appalachian Low Mountain Pine Forest,1.B.2.NaM016G012E110
111,62140,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G165,Piedmont-Central Atlantic Coastal Plain Oak Forest,4329,Southern Piedmont Dry Oak-(Pine) Forest,1.B.2.NaM016G165E111
112,49287013,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G165,Piedmont-Central Atlantic Coastal Plain Oak Forest,4302,Southern Piedmont Dry Oak-(Pine) Forest - Hardwood Modifier,1.B.2.NaM016G165E112
113,5516805,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G165,Piedmont-Central Atlantic Coastal Plain Oak Forest,4310,Southern Piedmont Dry Oak-(Pine) Forest - Mixed Modifier,1.B.2.NaM016G165E113
114,243,0.14902,0.45098,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Na,Eastern North American Cool Temperate Forest & Woodland,M016,Southern & South-Central Oak - Hickory - Pine Forest & Woodland,G165,Piedmont-Central Atlantic Coastal Plain Oak Forest,4311,Southern Piedmont Dry Oak-Heath Forest - Mixed Modifier,1.B.2.NaM016G165E114
115,709003,0.38824,0.41176,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Ne,Eastern North American & Great Plains Cool Temperate Forest & Woodland,M151,Great Plains Forest & Woodland,G146,Northern Great Plains Tallgrass Aspen Woodland,4131,Eastern Great Plains Tallgrass Aspen Parkland,1.B.2.NaM151G146E115
116,800,0.38824,0.41176,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Ne,Eastern North American & Great Plains Cool Temperate Forest & Woodland,M151,Great Plains Forest & Woodland,G328,Northern Great Plains Fescue Aspen Woodland,4138,Northwestern Great Plains Aspen Forest and Parkland,1.B.2.NaM151G328E116
117,3739544,0.38824,0.41176,0,2,Shrub & Herb Vegetation,2.B,Temperate & Boreal Grassland & Shrubland,2.B.2,Temperate Grassland & Shrubland,2.B.2.Nb,Central Norrth American Grassland & Shrubland,M051,Great Plains Mixedgrass & Fescue Prairie,G141,Northern Great Plains Mixedgrass Prairie,5805,Northwestern Great Plains Shrubland,2.B.2.NbM051G141E117
118,3452792,0.38824,0.41176,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Ne,Eastern North American & Great Plains Cool Temperate Forest & Woodland,M151,Great Plains Forest & Woodland,G329,Great Plains Bur Oak Forest & Woodland,4312,Western Great Plains Dry Bur Oak Forest and Woodland,1.B.2.NaM151G329E118
119,5849376,0.38824,0.41176,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.2,Cool Temperate Forest & Woodland,1.B.2.Ne,Eastern North American & Great Plains Cool Temperate Forest & Woodland,M151,Great Plains Forest & Woodland,G145,Great Plains Mesic Forest & Woodland,4154,Western Great Plains Wooded Draw and Ravine,1.B.2.NaM151G145E119
120,3653300,0.14902,0.43137,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,1.B.1.Na,Southeastern North American Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,G166,Southern Mesic Beech - Oak - Mixed Deciduous Forest,4403,Southern Atlantic Coastal Plain Mesic Hardwood Forest,1.B.1.NaM008G166E120
121,2296588,0.14902,0.43137,0,1,Forest & Woodland,1.B,Temperate & Boreal Forest & Woodland,1.B.1,Warm Temperate Forest & Woodland,1.B.1.Na,Southeastern North American Warm Temperate Forest & Woodland,M008,Southern Mesic Mixed Broadleaf Forest,G166,Southern Mesic Beech - Oak - Mixed Deciduous Forest,4128,East Gulf Coastal Plain Northern Loess Bluff Forest,1.B.1.NaM008G166E121
